timestamp,saturation_status
2080000,1533
2088000,1533
2092000,1533
2096000,1533
2100000,1533
2108000,1533
2112000,1533
2116000,1533
2120000,1533
2124000,1533
2128000,1533
2136000,1533
2140000,1533
2144000,1533
2148000,1533
2152000,1533
2156000,1533
2160000,1533
2164000,1533
2168000,1533
2172000,1533
2176000,1533
2180000,1533
2188000,1533
2192000,1533
2196000,1533
2200000,1533
2204000,1533
2208000,1533
2212000,1533
2216000,1533
2220000,1533
2228000,1533
2236000,1533
2240000,1533
2248000,1533
2252000,1533
2256000,1533
2260000,1533
2268000,1533
2272000,1533
2276000,1533
2280000,1533
2284000,1533
2288000,1533
2292000,1533
2296000,1533
2300000,1533
2304000,1533
2312000,1533
2316000,1533
2320000,1533
2324000,1533
2328000,1533
2332000,1533
2340000,1
2344000,1
2352000,1
2356000,1
2360000,1
2364000,1
2368000,1
2372000,1
2376000,1
2380000,1
2388000,1
2392000,1
2396000,1
2400000,1
2404000,1
2408000,1
2412000,1
2416000,1
2420000,1
2424000,1
2428000,1
2432000,1
2436000,1
2440000,1
2444000,1
2448000,1
2452000,1
2456000,1
2460000,1
2464000,1
2468000,1
2472000,1
2480000,1
2484000,1
2488000,1
2496000,1
2500000,1
2504000,1
2512000,1
2516000,1
2520000,1
2524000,1
2528000,1
2532000,1
2540000,1
2544000,1
2548000,1
2552000,1
2560000,1
2564000,1
2568000,1
2576000,1
2580000,1
2584000,1
2588000,1
2592000,1
2596000,1
2604000,1
2608000,1
2612000,1
2616000,1
2620000,1
2624000,1
2628000,1
2632000,1
2636000,1
2640000,1
2644000,1
2648000,1
2656000,1
2660000,1
2664000,1
2668000,1
2672000,1
2676000,1
2680000,1
2684000,1
2688000,1
2696000,1
2700000,1
2704000,1
2708000,1
2712000,1
2720000,1
2724000,1
2728000,1
2732000,1
2740000,1
2748000,1
2752000,1
2756000,1
2764000,1
2768000,1
2772000,1
2776000,1
2780000,1
2784000,1
2788000,1
2792000,1
2796000,1
2800000,1
2804000,1
2808000,1
2812000,1
2816000,1
2820000,1
2824000,1
2832000,1
2836000,1
2840000,1
2844000,1
2848000,1
2852000,1
2856000,1
2864000,1
2868000,1
2876000,1
2880000,1
2884000,1
2888000,1
2896000,1
2900000,1
2904000,1
2908000,1
2916000,1
2920000,1
2924000,1
2928000,1
2932000,1
2936000,1
2940000,1
2944000,1
2948000,1
2952000,1
2956000,1
2960000,1
2968000,1
2972000,1
2976000,1
2980000,1
2984000,1
2992000,1
2996000,1
3004000,1
3012000,1
3016000,1
3020000,1
3024000,1
3028000,1
3032000,1
3036000,1
3044000,1
3048000,1
3052000,1
3056000,1
3060000,1
3064000,1
3068000,1
3076000,1
3080000,1
3084000,1
3088000,1
3092000,1
3100000,1
3104000,1
3108000,1
3112000,1
3116000,1
3120000,1
3124000,1
3128000,1
3132000,1
3136000,1
3140000,1
3148000,1
3152000,1
3156000,1
3164000,1
3168000,1
3172000,1
3180000,1
3184000,1
3192000,1
3196000,1
3200000,1
3204000,1
3212000,1
3216000,1
3220000,1
3224000,1
3228000,1
3232000,1
3236000,1
3240000,1
3244000,1
3248000,1
3256000,1
3260000,1
3264000,1
3268000,1
3276000,1
3280000,1
3284000,1
3288000,1
3292000,1
3296000,1
3300000,1
3304000,1
3308000,1
3312000,1
3316000,1
3320000,1
3328000,1
3332000,1
3336000,1
3340000,1
3344000,1
3348000,1
3352000,1
3360000,1
3364000,1
3372000,1
3376000,1
3384000,1
3388000,1
3392000,1
3396000,1
3400000,1
3408000,1
3412000,1
3416000,1
3420000,1
3424000,1
3428000,1
3432000,1
3436000,1
3440000,1
3444000,1
3448000,1
3452000,1
3456000,1
3460000,1
3464000,1
3468000,1
3476000,1
3480000,1
3484000,1
3492000,1
3496000,1
3500000,1
3504000,1
3508000,1
3512000,1
3516000,1
3520000,1
3524000,1
3528000,1
3532000,1
3536000,1
3544000,1
3548000,1
3552000,1
3556000,1
3564000,1
3568000,1
3572000,1
3576000,1
3580000,1
3588000,1
3592000,1
3600000,1
3608000,1
3612000,1
3616000,1
3624000,1
3628000,1
3632000,1
3636000,1
3640000,1
3644000,1
3648000,1
3652000,1
3656000,1
3660000,1
3668000,1
3672000,1
3676000,1
3680000,1
3688000,1
3692000,1
3696000,1
3700000,1
3704000,1
3712000,1
3716000,1
3720000,1
3724000,1
3728000,1
3732000,1
3736000,1
3740000,1
3744000,1
3748000,1
3756000,1
3760000,1
3764000,1
3768000,1
3772000,1
3776000,1
3780000,1
3784000,1
3788000,1
3792000,1
3796000,1
3800000,1
3808000,1
3812000,1
3816000,1
3820000,1
3824000,1
3832000,1
3836000,1
3844000,1
3848000,1
3852000,1
3856000,1
3860000,1
3864000,1
3868000,1
3876000,1
3884000,1
3892000,1
3896000,1
3900000,1
3904000,1
3908000,1
3912000,1
3916000,1
3920000,1
3924000,1
3928000,1
3932000,1
3940000,1
3944000,1
3948000,1
3952000,1
3956000,1
3960000,1
3964000,1
3968000,1
3972000,1
3976000,1
3980000,1
3984000,1
3988000,1
3992000,1
3996000,1
4004000,1
4007999,1
4012000,1
4015999,1
4020000,1
4023999,1
4031999,1
4036000,1
4039999,1
4047999,1
4052000,1
4055999,1
